Name,Measure Info,Geo Place Name,Unnamed: 8,,Data Value,Zip Code,Borough
Fine particles (PM 2.5),mcg/m3,Park Slope and Carroll Gardens (CD6),,,10.03,11215,Brooklyn
Fine particles (PM 2.5),mcg/m3,Crown Heights and Prospect Heights (CD8),,,7.54,11238,Brooklyn
Fine particles (PM 2.5),mcg/m3,Stuyvesant Town and Turtle Bay (CD6),,,9.77,10009,Manhattan
Fine particles (PM 2.5),mcg/m3,Upper East Side,,,12.91,10028,Manhattan
Fine particles (PM 2.5),mcg/m3,Ridgewood - Forest Hills,,,6.56,11385,Queens
Fine particles (PM 2.5),mcg/m3,Ridgewood - Forest Hills,,,5.754248643,11385,Queens
Ozone (O3),ppb,Rego Park and Forest Hills (CD6),,,29.24,11374,Queens
Ozone (O3),ppb,Rego Park and Forest Hills (CD6),,,30.39,11374,Queens
Nitrogen dioxide (NO2),ppb,Crown Heights and Prospect Heights (CD8),,,15.08,11238,Brooklyn
Nitrogen dioxide (NO2),ppb,Stuyvesant Town and Turtle Bay (CD6),,,24.56547385,10009,Manhattan
Nitrogen dioxide (NO2),ppb,Fordham - Bronx Pk,,,22.06,10458,Bronx
Nitrogen dioxide (NO2),ppb,Fordham - Bronx Pk,,,24.13,10458,Bronx
Nitrogen dioxide (NO2),ppb,Crotona -Tremont,,,24.76,10457,Bronx
Annual vehicle miles traveled (cars),per square mile,South Beach - Tottenville,,,13.541525,10307,Staten Island
Annual vehicle miles traveled (cars),per square mile,Upper West Side,,,96.961855,,
Boiler Emissions- Total PM2.5 Emissions,number,South Beach - Tottenville,,,0,10307,Staten Island
Boiler Emissions- Total PM2.5 Emissions,number,East New York,,,0,11207,Brooklyn
Boiler Emissions- Total NOx Emissions,number,East New York,,,14.7,11207,Brooklyn
Boiler Emissions- Total NOx Emissions,number,South Beach - Tottenville,,,2,10307,Staten Island
Outdoor Air Toxics - Benzene,����g/m3,Pelham - Throgs Neck,,,0.987732179,10465,Bronx
Outdoor Air Toxics - Benzene,����g/m3,South Beach - Tottenville,,,1,10307,Staten Island
Outdoor Air Toxics - Benzene,����g/m3,East New York,,,0.926427771,11207,Brooklyn
Outdoor Air Toxics - Benzene,����g/m3,South Beach - Tottenville,,,0.601659348,10307,Staten Island
Outdoor Air Toxics - Benzene,����g/m3,South Beach - Tottenville,,,1.1,10307,Staten Island
Outdoor Air Toxics - Benzene,����g/m3,East New York,,,2.3,11207,Brooklyn
Outdoor Air Toxics - Benzene,����g/m3,Williamsburg - Bushwick,,,2.8,11206,Brooklyn
Fine particles (PM 2.5),mcg/m3,Pelham - Throgs Neck,,,13.3,10465,Bronx
Fine particles (PM 2.5),mcg/m3,Staten Island,,,11.82,10301,Staten Island
Fine particles (PM 2.5),mcg/m3,East New York,,,8.23,11207,Brooklyn
Fine particles (PM 2.5),mcg/m3,Pelham - Throgs Neck,,,12.05,10465,Bronx
Fine particles (PM 2.5),mcg/m3,Sunset Park,,,6.182803784,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Kingsbridge Heights and Bedford (CD7),,,7.31,10468,Bronx
Fine particles (PM 2.5),mcg/m3,Sunset Park (CD7),,,9.15830274,11220,Brooklyn
Asthma emergency departments visits due to Ozone,"per 100,000 children",East New York,,,136.8,11207,Brooklyn
Asthma hospitalizations due to Ozone,"per 100,000 children",East New York,,,31.4,11207,Brooklyn
Asthma emergency departments visits due to Ozone,"per 100,000 children",East New York,,,136,11207,Brooklyn
Asthma emergency departments visits due to Ozone,"per 100,000 children",Upper West Side,,,51,,
Asthma hospitalizations due to Ozone,"per 100,000 children",Upper West Side,,,6,,
Asthma hospitalizations due to Ozone,"per 100,000 children",Williamsburg - Bushwick,,,16,11206,Brooklyn
Asthma hospitalizations due to Ozone,"per 100,000 children",South Beach - Tottenville,,,7.2,10307,Staten Island
Asthma emergency departments visits due to Ozone,"per 100,000 children",South Beach - Tottenville,,,29.8,10307,Staten Island
Asthma hospitalizations due to Ozone,"per 100,000 children",Bayside - Little Neck,,,8.5,11361,Queens
Asthma emergency departments visits due to Ozone,"per 100,000 children",East New York,,,164,11207,Brooklyn
Fine particles (PM 2.5),mcg/m3,Upper West Side (CD7),,,10.12,10024,Manhattan
Fine particles (PM 2.5),mcg/m3,Sunset Park (CD7),,,10.93,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Sunset Park (CD7),,,7.77,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Sunset Park,,,8.93,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Upper West Side,,,19.98,,
Nitrogen dioxide (NO2),ppb,Williamsburg - Bushwick,,,22.2,11206,Brooklyn
Nitrogen dioxide (NO2),ppb,Williamsburg - Bushwick,,,15.73,11206,Brooklyn
Nitrogen dioxide (NO2),ppb,Williamsburg - Bushwick,,,26.64,11206,Brooklyn
Nitrogen dioxide (NO2),ppb,Bayside - Little Neck,,,8.71,11361,Queens
Nitrogen dioxide (NO2),ppb,East New York,,,13.39,11207,Brooklyn
Nitrogen dioxide (NO2),ppb,East New York,,,24.86,11207,Brooklyn
Nitrogen dioxide (NO2),ppb,Pelham - Throgs Neck,,,12.14,10465,Bronx
Nitrogen dioxide (NO2),ppb,Bayside - Little Neck,,,14.92994837,11361,Queens
Nitrogen dioxide (NO2),ppb,Upper West Side,,,21.43520833,,
Nitrogen dioxide (NO2),ppb,Sunset Park,,,20.23,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Bayside - Little Neck,,,25.34,11361,Queens
Nitrogen dioxide (NO2),ppb,Upper West Side,,,20.8,,
Nitrogen dioxide (NO2),ppb,Upper West Side,,,18.1593958,,
Nitrogen dioxide (NO2),ppb,Williamsburg - Bushwick,,,27.7,11206,Brooklyn
Nitrogen dioxide (NO2),ppb,Williamsburg - Bushwick,,,17.37980792,11206,Brooklyn
Nitrogen dioxide (NO2),ppb,Staten Island,,,16.84,10301,Staten Island
Nitrogen dioxide (NO2),ppb,Sunset Park (CD7),,,16.89,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Sunset Park (CD7),,,14.41101052,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Upper West Side (CD7),,,15.06,10024,Manhattan
Fine particles (PM 2.5),mcg/m3,Staten Island,,,9.81,10301,Staten Island
Fine particles (PM 2.5),mcg/m3,Williamsburg - Bushwick,,,9.61,11206,Brooklyn
Fine particles (PM 2.5),mcg/m3,Williamsburg - Bushwick,,,8.1,11206,Brooklyn
Fine particles (PM 2.5),mcg/m3,Staten Island,,,8.41,10301,Staten Island
Fine particles (PM 2.5),mcg/m3,Sunset Park (CD7),,,13.6,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Sunset Park (CD7),,,11.5,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Kingsbridge Heights and Bedford (CD7),,,8.75,10468,Bronx
Annual vehicle miles traveled (trucks),per square mile,Sunset Park (CD7),,,3.709326,11220,Brooklyn
Annual vehicle miles traveled (trucks),per square mile,Upper West Side (CD7),,,5.523493,10024,Manhattan
Fine particles (PM 2.5),mcg/m3,Financial District (CD1),,,7.656623364,10005,Manhattan
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,7.291174225,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Manhattan,,,14.76,10001,Manhattan
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,6.83,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,6.270061176,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bensonhurst - Bay Ridge,,,10.59,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Manhattan,,,6.964430444,10001,Manhattan
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,14.49,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,13.62,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Borough Park,,,5.665083598,11219,Brooklyn
Fine particles (PM 2.5),mcg/m3,Borough Park,,,11.67,11219,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bensonhurst - Bay Ridge,,,8.1,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Long Island City and Astoria (CD1),,,15.42,11106,Queens
Nitrogen dioxide (NO2),ppb,Hunts Point and Longwood (CD2),,,26.32,10455,Bronx
Nitrogen dioxide (NO2),ppb,Hunts Point and Longwood (CD2),,,24.95,10455,Bronx
Nitrogen dioxide (NO2),ppb,Hunts Point and Longwood (CD2),,,14.77,10455,Bronx
Nitrogen dioxide (NO2),ppb,Woodside and Sunnyside (CD2),,,26.77,11377,Queens
Nitrogen dioxide (NO2),ppb,Woodside and Sunnyside (CD2),,,23.73637905,11377,Queens
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,17,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Fort Greene and Brooklyn Heights (CD2),,,29,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst - Bay Ridge,,,13.33,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst - Bay Ridge,,,23.75,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst - Bay Ridge,,,21.59935664,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Woodside and Sunnyside (CD2),,,10.29,11377,Queens
Fine particles (PM 2.5),mcg/m3,Greenpoint and Williamsburg (CD1),,,7.217085847,11222,Brooklyn
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,9.05,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Fort Greene and Brooklyn Heights (CD2),,,7.19,11201,Brooklyn
Fine particles (PM 2.5),mcg/m3,Greenpoint and Williamsburg (CD1),,,6.547744636,11222,Brooklyn
Fine particles (PM 2.5),mcg/m3,Greenwich Village and Soho (CD2),,,8.421173133,10014,Manhattan
Fine particles (PM 2.5),mcg/m3,Woodside and Sunnyside (CD2),,,6.451912064,11377,Queens
Fine particles (PM 2.5),mcg/m3,Financial District (CD1),,,9.52,10005,Manhattan
Annual vehicle miles traveled (cars),per square mile,Jackson Heights (CD3),,,62.32238,11372,Queens
Annual vehicle miles traveled (cars),per square mile,Highbridge and Concourse (CD4),,,87.25819,10451,Bronx
Annual vehicle miles traveled (cars),per square mile,East Flatbush (CD17),,,95.236954,11203,Brooklyn
Annual vehicle miles traveled (cars),per square mile,Flatlands and Canarsie (CD18),,,37.97028,11236,Brooklyn
Annual vehicle miles traveled (cars),per square mile,Bushwick (CD4),,,35.269871,11221,Brooklyn
Annual vehicle miles traveled,per square mile,East Flatbush (CD17),,,65.412146,11203,Brooklyn
Annual vehicle miles traveled,per square mile,East Flatbush (CD17),,,56.572449,11203,Brooklyn
Annual vehicle miles traveled (trucks),per square mile,Morrisania and Crotona (CD3),,,3.201835,10456,Bronx
Annual vehicle miles traveled (trucks),per square mile,Lower East Side and Chinatown (CD3),,,3.901555,10002,Manhattan
Annual vehicle miles traveled (trucks),per square mile,Lower East Side and Chinatown (CD3),,,7.036512,10002,Manhattan
Fine particles (PM 2.5),mcg/m3,Highbridge and Concourse (CD4),,,7.89,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Morrisania and Crotona (CD3),,,9.3,10456,Bronx
Fine particles (PM 2.5),mcg/m3,Highbridge and Concourse (CD4),,,6.885403405,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Bushwick (CD4),,,9.27,11221,Brooklyn
Fine particles (PM 2.5),mcg/m3,Highbridge and Concourse (CD4),,,7.23,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Gramercy Park - Murray Hill,,,16.44,10010,Manhattan
Fine particles (PM 2.5),mcg/m3,Bushwick (CD4),,,7.31,11221,Brooklyn
Asthma emergency department visits due to PM2.5,"per 100,000 children",Greenwich Village - SoHo,,,18.09316507,10012,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 children",Brooklyn,,,62.5,11201,Brooklyn
Asthma emergency department visits due to PM2.5,"per 100,000 children",Hunts Point - Mott Haven,,,194.7,10454,Bronx
Asthma hospitalizations due to Ozone,"per 100,000 children",Bronx,,,27,10451,Bronx
Asthma emergency departments visits due to Ozone,"per 100,000 children",Bronx,,,145,10451,Bronx
Asthma hospitalizations due to Ozone,"per 100,000 children",East Flatbush - Flatbush,,,22,11226,Brooklyn
Asthma emergency departments visits due to Ozone,"per 100,000 children",Brooklyn,,,74,11201,Brooklyn
Asthma hospitalizations due to Ozone,"per 100,000 children",Brooklyn,,,14,11201,Brooklyn
Asthma emergency department visits due to PM2.5,"per 100,000 children",Gramercy Park - Murray Hill,,,44.5,10010,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 children",Brooklyn,,,81.78754548,11201,Brooklyn
Ozone (O3),ppb,Hunts Point - Mott Haven,,,34.98,10454,Bronx
Ozone (O3),ppb,Hunts Point - Mott Haven,,,31.59,10454,Bronx
Fine particles (PM 2.5),mcg/m3,Chelsea - Clinton,,,15.8,10011,Manhattan
Fine particles (PM 2.5),mcg/m3,Fresh Meadows,,,5.500339599,11366,Queens
Ozone (O3),ppb,Brownsville (CD16),,,29.22,11212,Brooklyn
Nitrogen dioxide (NO2),ppb,East New York and Starrett City (CD5),,,13.44,11239,Brooklyn
Nitrogen dioxide (NO2),ppb,Midtown (CD5),,,27.15,10019,Manhattan
Nitrogen dioxide (NO2),ppb,Midtown (CD5),,,36.18,10019,Manhattan
Nitrogen dioxide (NO2),ppb,Fresh Meadows,,,13.97,11366,Queens
Nitrogen dioxide (NO2),ppb,Fresh Meadows,,,12.64,11366,Queens
Nitrogen dioxide (NO2),ppb,Fresh Meadows,,,22.53,11366,Queens
Nitrogen dioxide (NO2),ppb,Central Harlem - Morningside Heights,,,27.83,,
Nitrogen dioxide (NO2),ppb,Central Harlem - Morningside Heights,,,29.88,,
Fine particles (PM 2.5),mcg/m3,Chelsea - Clinton,,,8.378450902,10011,Manhattan
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,5.690826328,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,Ridgewood and Maspeth (CD5),,,7,11385,Queens
Fine particles (PM 2.5),mcg/m3,Brownsville (CD16),,,8.88,11212,Brooklyn
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,16.09,10019,Manhattan
Annual vehicle miles traveled (cars),per square mile,Central Harlem - Morningside Heights,,,73.691643,,
Annual vehicle miles traveled (cars),per square mile,Ridgewood and Maspeth (CD5),,,46.766896,11385,Queens
Annual vehicle miles traveled (cars),per square mile,East New York and Starrett City (CD5),,,48.796681,11239,Brooklyn
Annual vehicle miles traveled (cars),per square mile,Fordham and University Heights (CD5),,,97.574463,10453,Bronx
Annual vehicle miles traveled (cars),per square mile,Midtown (CD5),,,124.042654,10019,Manhattan
Annual vehicle miles traveled,per square mile,Brownsville (CD16),,,76.164805,11212,Brooklyn
Annual vehicle miles traveled (trucks),per square mile,East New York and Starrett City (CD5),,,1.592265,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,13.17,10019,Manhattan
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,14.8,10019,Manhattan
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,15.77,10019,Manhattan
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,14.15,10019,Manhattan
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,14.19,10019,Manhattan
Fine particles (PM 2.5),mcg/m3,Fresh Meadows,,,9.96,11366,Queens
Fine particles (PM 2.5),mcg/m3,Fresh Meadows,,,7.03,11366,Queens
Fine particles (PM 2.5),mcg/m3,Northeast Bronx,,,6.99,10466,Bronx
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,9,11239,Brooklyn
Annual vehicle miles traveled (cars),per square mile,High Bridge - Morrisania,,,73.386255,10452,Bronx
Annual vehicle miles traveled (cars),per square mile,Coney Island - Sheepshead Bay,,,33.708523,11224,Brooklyn
Annual vehicle miles traveled (cars),per square mile,St. George and Stapleton (CD1),,,24.067231,10301,Staten Island
Annual vehicle miles traveled (cars),per square mile,Greenwich Village and Soho (CD2),,,109.395468,10014,Manhattan
Annual vehicle miles traveled (cars),per square mile,Woodside and Sunnyside (CD2),,,72.811295,11377,Queens
Annual vehicle miles traveled,per square mile,Greenwich Village and Soho (CD2),,,120.1537,10014,Manhattan
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,6.56,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Mott Haven and Melrose (CD1),,,9.493704165,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Woodside and Sunnyside (CD2),,,11.73,11377,Queens
Fine particles (PM 2.5),mcg/m3,Woodside and Sunnyside (CD2),,,10.56,11377,Queens
Fine particles (PM 2.5),mcg/m3,Woodside and Sunnyside (CD2),,,9.73,11377,Queens
Fine particles (PM 2.5),mcg/m3,Woodside and Sunnyside (CD2),,,7.395583107,11377,Queens
Fine particles (PM 2.5),mcg/m3,Mott Haven and Melrose (CD1),,,10.63,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Greenpoint and Williamsburg (CD1),,,11.08,11222,Brooklyn
Fine particles (PM 2.5),mcg/m3,Fort Greene and Brooklyn Heights (CD2),,,8.68,11201,Brooklyn
Fine particles (PM 2.5),mcg/m3,Fort Greene and Brooklyn Heights (CD2),,,8.61,11201,Brooklyn
Fine particles (PM 2.5),mcg/m3,Long Island City and Astoria (CD1),,,9.52,11106,Queens
Fine particles (PM 2.5),mcg/m3,Long Island City and Astoria (CD1),,,8.19,11106,Queens
Fine particles (PM 2.5),mcg/m3,Financial District (CD1),,,12.28,10005,Manhattan
Fine particles (PM 2.5),mcg/m3,Financial District (CD1),,,11.61,10005,Manhattan
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,7.73,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,8.87,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Manhattan,,,7.483450557,10001,Manhattan
Fine particles (PM 2.5),mcg/m3,Mott Haven and Melrose (CD1),,,10.52,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Greenpoint and Williamsburg (CD1),,,10.85,11222,Brooklyn
Fine particles (PM 2.5),mcg/m3,Greenpoint and Williamsburg (CD1),,,9.4,11222,Brooklyn
Asthma emergency department visits due to PM2.5,"per 100,000 children",Manhattan,,,71,10001,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 children",Lower Manhattan,,,33,10004,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 children",Borough Park,,,14,11219,Brooklyn
Annual vehicle miles traveled (cars),per square mile,Greenpoint,,,58.919814,,
Annual vehicle miles traveled (cars),per square mile,Jamaica and Hollis (CD12),,,38.900868,11423,Queens
Annual vehicle miles traveled (cars),per square mile,Throgs Neck and Co-op City (CD10),,,38.467273,10475,Bronx
Annual vehicle miles traveled,per square mile,Bay Ridge and Dyker Heights (CD10),,,70.247457,11209,Brooklyn
Annual vehicle miles traveled,per square mile,Throgs Neck and Co-op City (CD10),,,73.927497,10475,Bronx
Annual vehicle miles traveled (trucks),per square mile,Washington Heights and Inwood (CD12),,,5.656725,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Washington Heights and Inwood (CD12),,,11.55,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Washington Heights and Inwood (CD12),,,11.13,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Washington Heights and Inwood (CD12),,,8.94,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Upper East Side (CD8),,,9.157520077,,
Fine particles (PM 2.5),mcg/m3,Central Harlem (CD10),,,9.29,,
Fine particles (PM 2.5),mcg/m3,Williamsbridge and Baychester (CD12),,,10.64,,
Fine particles (PM 2.5),mcg/m3,Williamsbridge and Baychester (CD12),,,10.41,,
Fine particles (PM 2.5),mcg/m3,Williamsbridge and Baychester (CD12),,,10.59,,
Fine particles (PM 2.5),mcg/m3,Throgs Neck and Co-op City (CD10),,,10.29,10475,Bronx
Fine particles (PM 2.5),mcg/m3,Throgs Neck and Co-op City (CD10),,,9.5,10475,Bronx
Fine particles (PM 2.5),mcg/m3,Bay Ridge and Dyker Heights (CD10),,,7.53,11209,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bay Ridge and Dyker Heights (CD10),,,8.76,11209,Brooklyn
Fine particles (PM 2.5),mcg/m3,Washington Heights and Inwood (CD12),,,9.46,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Long Island City - Astoria,,,13.59,11101,Queens
Fine particles (PM 2.5),mcg/m3,Long Island City - Astoria,,,11.07,11101,Queens
Fine particles (PM 2.5),mcg/m3,Washington Heights and Inwood (CD12),,,12.24,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Washington Heights and Inwood (CD12),,,10.96,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Upper East Side (CD8),,,10.42,,
Fine particles (PM 2.5),mcg/m3,Upper East Side (CD8),,,10.06,,
Fine particles (PM 2.5),mcg/m3,Throgs Neck and Co-op City (CD10),,,9.24,10475,Bronx
Asthma hospitalizations due to Ozone,"per 100,000 children",Kingsbridge - Riverdale,,,22.7,10463,Bronx
Asthma emergency departments visits due to Ozone,"per 100,000 children",Kingsbridge - Riverdale,,,102.7,10463,Bronx
Asthma emergency department visits due to PM2.5,"per 100,000 children",Washington Heights,,,175.9,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,7,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Parkchester and Soundview (CD9),,,13.58,10472,Bronx
Fine particles (PM 2.5),mcg/m3,Parkchester and Soundview (CD9),,,10.64,10472,Bronx
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,13.02,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,24.63,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,11.62,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Parkchester and Soundview (CD9),,,20.2,10472,Bronx
Nitrogen dioxide (NO2),ppb,Morris Park and Bronxdale (CD11),,,14.84932053,10461,Bronx
Nitrogen dioxide (NO2),ppb,Morris Park and Bronxdale (CD11),,,19.18685828,10461,Bronx
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,6.2784112,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,8.14,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Parkchester and Soundview (CD9),,,8.12,10472,Bronx
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,6.65,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,7.15,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,6.01,10461,Bronx
Annual vehicle miles traveled (cars),per square mile,Parkchester and Soundview (CD9),,,50.720168,10472,Bronx
Annual vehicle miles traveled (cars),per square mile,Morris Park and Bronxdale (CD11),,,30.231021,10461,Bronx
Annual vehicle miles traveled (cars),per square mile,East Harlem (CD11),,,104.81738,10035,Manhattan
Annual vehicle miles traveled (trucks),per square mile,Parkchester and Soundview (CD9),,,5.004538,10472,Bronx
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,6.3,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,6.580872292,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,8.44,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,7.4,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bensonhurst (CD11),,,7.93,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,7.17,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Parkchester and Soundview (CD9),,,10.59,10472,Bronx
Fine particles (PM 2.5),mcg/m3,Parkchester and Soundview (CD9),,,9.9,10472,Bronx
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,7.74,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,7.32,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,11.63,10027,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 children",High Bridge - Morrisania,,,249.3,10452,Bronx
Asthma emergency department visits due to PM2.5,"per 100,000 children",Lower Manhattan,,,57.2,10004,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 children",Union Square - Lower East Side,,,151.9,10003,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 children",Lower Manhattan,,,52.25093482,10004,Manhattan
Asthma emergency departments visits due to Ozone,"per 100,000 children",Bensonhurst - Bay Ridge,,,20,11214,Brooklyn
Asthma hospitalizations due to Ozone,"per 100,000 children",Bensonhurst - Bay Ridge,,,4,11214,Brooklyn
Asthma hospitalizations due to Ozone,"per 100,000 children",Borough Park,,,3.9,11219,Brooklyn
Asthma emergency departments visits due to Ozone,"per 100,000 children",Manhattan,,,120.1,10001,Manhattan
Asthma emergency departments visits due to Ozone,"per 100,000 children",Lower Manhattan,,,40,10004,Manhattan
Asthma emergency departments visits due to Ozone,"per 100,000 children",High Bridge - Morrisania,,,181,10452,Bronx
Asthma hospitalizations due to Ozone,"per 100,000 children",High Bridge - Morrisania,,,35.1,10452,Bronx
Asthma emergency departments visits due to Ozone,"per 100,000 children",High Bridge - Morrisania,,,171.2,10452,Bronx
Asthma emergency department visits due to PM2.5,"per 100,000 children",Union Square - Lower East Side,,,114.7744858,10003,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 children",Manhattan,,,116.6520415,10001,Manhattan
Asthma emergency department visits due to PM2.5,"per 100,000 children",Manhattan,,,93.5,10001,Manhattan
Asthma emergency departments visits due to Ozone,"per 100,000 children",Borough Park,,,20,11219,Brooklyn
Ozone (O3),ppb,Lower Manhattan,,,27.96287541,10004,Manhattan
Ozone (O3),ppb,Manhattan,,,27.85870965,10001,Manhattan
Ozone (O3),ppb,Bensonhurst - Bay Ridge,,,31.44,11214,Brooklyn
Ozone (O3),ppb,Lower Manhattan,,,24.26,10004,Manhattan
Ozone (O3),ppb,Lower Manhattan,,,26.44,10004,Manhattan
Ozone (O3),ppb,Union Square - Lower East Side,,,25.73,10003,Manhattan
Ozone (O3),ppb,Bensonhurst - Bay Ridge,,,34.28,11214,Brooklyn
Ozone (O3),ppb,St. George and Stapleton (CD1),,,24.87,10301,Staten Island
Ozone (O3),ppb,Hunts Point and Longwood (CD2),,,25.51,10455,Bronx
Ozone (O3),ppb,Greenpoint and Williamsburg (CD1),,,25.45,11222,Brooklyn
Ozone (O3),ppb,Financial District (CD1),,,24.81,10005,Manhattan
Ozone (O3),ppb,Ridgewood - Forest Hills,,,30.47389947,11385,Queens
Fine particles (PM 2.5),mcg/m3,Upper East Side,,,14.39,10028,Manhattan
Fine particles (PM 2.5),mcg/m3,East Harlem,,,12.58,10029,Manhattan
Fine particles (PM 2.5),mcg/m3,Belmont and East Tremont (CD6),,,7.222086973,10457,Bronx
Fine particles (PM 2.5),mcg/m3,Park Slope and Carroll Gardens (CD6),,,6.896060439,11215,Brooklyn
Fine particles (PM 2.5),mcg/m3,Belmont and East Tremont (CD6),,,6.308894366,10457,Bronx
Fine particles (PM 2.5),mcg/m3,Crown Heights and Prospect Heights (CD8),,,6.68,11238,Brooklyn
Fine particles (PM 2.5),mcg/m3,Crown Heights and Prospect Heights (CD8),,,8.69,11238,Brooklyn
